Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness,Temperature,Good Taste,Good Quantity,Output,Reviews,churn_risk,risk_score,risk_segment,customer_id,customer_name,reason_code,crm_action,crm_channel,crm_kpi
22,Female,Single,Student,10001 to 25000,Post Graduate,5,12.985,77.5533,560010,Walk-in,Direct call,Dinner,Dinner,Veg foods (Breakfast / Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil,0,0.2078929532223903,Low Risk,CUST-0034,Dina Wibowo,Time Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Female,Single,Student,No Income,Post Graduate,2,12.9119,77.6446,560102,Food delivery apps,Direct call,Lunch,Snacks,Veg foods (Breakfast / Lunch / Dinner),Ice cream / Cool drinks,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),15 minutes,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Important,Very Important,Important,Very Important,Important,Yes,NIL,0,0.2960527353713968,Low Risk,CUST-0035,Nisa Wibowo,Time Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
25,Male,Single,Student,10001 to 25000,Post Graduate,3,12.9306,77.5434,560085,Food delivery apps,Walk-in,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Yes,Moderately Important,Very Important,Very Important,Moderately Important,Very Important,Very Important,Very Important,Important,Yes,Nil,0,0.174768111966147,Low Risk,CUST-0036,Hendra Wibowo,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
25,Male,Single,Student,No Income,Post Graduate,5,12.977,77.5773,560009,Food delivery apps,Walk-in,Lunch,Snacks,Veg foods (Breakfast / Lunch / Dinner),Sweets,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,Disagree,Agree,Maybe,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,No,"Now days delivery ?? is improved a lot like fast delivery ,but now corna time many people are hesitating to order",1,0.398914459531505,Low Risk,CUST-0037,Bagas Hidayat,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
32,Female,Prefer not to say,House wife,No Income,Graduate,5,12.982,77.6256,560008,Food delivery apps,Web browser,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Sweets,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Yes,Weekdays (Mon-Fri),60 minutes,Agree,Agree,Strongly disagree,Agree,Neutral,Yes,Important,Important,Slightly Important,Important,Moderately Important,Important,Slightly Important,Important,Yes,I love zomato but it requires quality in deliver service.,0,0.4038280838866944,Medium Risk,CUST-0038,Rani Hidayat,Promo Risk,Loyalty point dan bundle promo,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
23,Female,Single,Student,No Income,Post Graduate,3,12.9438,77.5738,560004,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Agree,Agree,Disagree,Agree,Yes,Very Important,Very Important,Moderately Important,Important,Very Important,Important,Very Important,Very Important,Yes,NIL,0,0.2333571423925695,Low Risk,CUST-0039,Fitri Hidayat,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Female,Single,Student,No Income,Post Graduate,4,12.8988,77.5764,560078,Walk-in,Direct call,Breakfast,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Neutral,Neutral,Yes,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,NIL,0,0.0554449265886269,Low Risk,CUST-0040,Nadia Putra,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
30,Male,Married,Self Employeed,More than 50000,Uneducated,4,12.9662,77.6068,560025,Food delivery apps,Web browser,Lunch,Snacks,Veg foods (Breakfast / Lunch / Dinner),Sweets,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Yes,Weekdays (Mon-Fri),More than 60 minutes,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Yes,Important,Important,Moderately Important,Important,Important,Moderately Important,Important,Important,Yes,Prefer hygienic delivery people,0,0.3763487964793083,Low Risk,CUST-0041,Andi Putra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Male,Single,Student,No Income,Graduate,3,12.9565,77.5484,560026,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,Neutral,Strongly Agree,Yes,Very Important,Very Important,Slightly Important,Very Important,Very Important,Important,Very Important,Very Important,Yes,nil,0,0.1673887380859127,Low Risk,CUST-0042,Budi Putra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Male,Single,Student,No Income,Post Graduate,4,12.9925,77.5633,560021,Food delivery apps,Direct call,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Neutral,Strongly Agree,Yes,Important,Important,Moderately Important,Important,Very Important,Important,Important,Important,Yes,NIL,0,0.2661057459091045,Low Risk,CUST-0043,Fajar Salsabila,Time Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Female,Single,Student,No Income,Post Graduate,5,12.985,77.5533,560010,Walk-in,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Bakery items (snacks),Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Yes,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL,0,0.1970451362642794,Low Risk,CUST-0044,Gita Salsabila,Promo Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Male,Single,Student,No Income,Graduate,5,12.985,77.5533,560010,Food delivery apps,Walk-in,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Ice cream / Cool drinks,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Agree,Agree,Disagree,Agree,Yes,Important,Important,Slightly Important,Moderately Important,Very Important,Important,Important,Important,Yes,NIL,0,0.194422641370891,Low Risk,CUST-0045,Joko Salsabila,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
27,Female,Married,Self Employeed,10001 to 25000,Post Graduate,2,12.9261,77.6221,560034,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,No,Very Important,Moderately Important,Important,Moderately Important,Very Important,Very Important,Important,Moderately Important,Yes,NIL,0,0.247815015197142,Low Risk,CUST-0046,Kartika Firmansyah,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Female,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Disagree,Agree,Yes,Moderately Important,Very Important,Unimportant,Important,Very Important,Important,Very Important,Very Important,Yes,NIL,0,0.0944749287126761,Low Risk,CUST-0047,Lina Firmansyah,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Male,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Neutral,Disagree,Neutral,Disagree,Neutral,Yes,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,Slightly Important,Yes,-,0,0.314722571067282,Low Risk,CUST-0048,Wahyu Firmansyah,Time Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Female,Single,Student,No Income,Graduate,5,13.0206,77.6479,560043,Food delivery apps,Direct call,Lunch,Snacks,Veg foods (Breakfast / Lunch / Dinner),Ice cream / Cool drinks,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekdays (Mon-Fri),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Yes,Nil,0,0.1917692615194914,Low Risk,CUST-0049,Nanda Ananda,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Female,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Maybe,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Maybe,Important,Important,Unimportant,Important,Very Important,Very Important,Very Important,Very Important,Yes,NiL,0,0.1470124861271416,Low Risk,CUST-0050,Putri Ananda,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Male,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Ice cream / Cool drinks,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Slightly Important,Important,Important,Important,Very Important,Important,Very Important,Important,Yes,No,0,0.1815080959249367,Low Risk,CUST-0051,Bayu Ananda,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
25,Male,Single,Student,No Income,Post Graduate,2,12.9635,77.5821,560002,Walk-in,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,N0,0,0.1325172642527671,Low Risk,CUST-0052,Rafi Mahendra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Male,Single,Student,No Income,Post Graduate,3,12.9306,77.5434,560085,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Sweets,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Neutral,Neutral,Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,Yes,Nil,0,0.1333574999899735,Low Risk,CUST-0053,Agus Mahendra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
28,Female,Married,Student,No Income,Graduate,2,13.0067,77.545,560086,Food delivery apps,Direct call,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Very Important,Very Important,Moderately Important,Very Important,Moderately Important,Yes,I have normally had good experiences with swiggy especially for payments and refunds,0,0.275705530849509,Low Risk,CUST-0054,Dina Mahendra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Female,Single,Student,No Income,Post Graduate,1,12.8845,77.6036,560076,Food delivery apps,Walk-in,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Neutral,Neutral,Yes,Very Important,Important,Moderately Important,Important,Very Important,Important,Very Important,Very Important,Yes,NIL,0,0.1021366681087905,Low Risk,CUST-0055,Nisa Utami,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Female,Single,Student,No Income,Graduate,3,12.977,77.5773,560009,Food delivery apps,Direct call,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Bakery items (snacks),Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),60 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Slightly Important,Moderately Important,Unimportant,Slightly Important,Very Important,Very Important,Important,Very Important,Yes,NIL,0,0.226895792689841,Low Risk,CUST-0056,Tari Utami,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
